user_id,timestamp,group,landing_page,converted
710967,2017-01-10 02:19:22.842142,control,old_page,0
680201,2017-01-11 10:38:45.952887,control,old_page,0
790863,2017-01-19 11:02:39.220320,control,old_page,0
717595,2017-01-23 18:19:08.148166,control,old_page,0
779854,2017-01-11 21:28:30.735359,control,old_page,0
916307,2017-01-19 17:27:38.676600,control,old_page,0
731611,2017-01-24 01:29:50.630283,control,old_page,0
742910,2017-01-07 11:15:45.087156,treatment,new_page,0
897656,2017-01-08 08:57:54.769617,control,old_page,0
834137,2017-01-24 12:20:07.638063,control,old_page,1
791703,2017-01-05 20:15:02.407978,control,old_page,0
850190,2017-01-10 04:55:19.405999,control,old_page,0
812235,2017-01-11 08:48:42.056666,control,old_page,0
729613,2017-01-12 09:09:56.782231,control,old_page,0
817936,2017-01-03 20:00:34.440787,treatment,new_page,0
776669,2017-01-15 11:44:47.122086,treatment,new_page,0
640693,2017-01-19 20:22:19.970560,treatment,new_page,0
781060,2017-01-13 06:23:14.698210,treatment,new_page,0
827414,2017-01-10 04:37:21.834018,control,old_page,0
689369,2017-01-07 19:27:21.810206,control,old_page,0
741853,2017-01-22 11:25:53.339703,control,old_page,0
819394,2017-01-07 09:27:23.256430,treatment,new_page,0
696202,2017-01-14 11:50:10.441615,control,old_page,1
637366,2017-01-22 20:01:42.460468,treatment,new_page,0
836770,2017-01-17 03:11:37.304372,treatment,new_page,0
696678,2017-01-18 23:25:56.616734,control,old_page,0
778778,2017-01-03 19:34:48.755147,control,old_page,0
945236,2017-01-14 18:28:25.566921,treatment,new_page,0
764145,2017-01-04 00:18:25.219608,treatment,new_page,0
782624,2017-01-20 23:14:16.743551,treatment,new_page,0
792499,2017-01-07 02:30:53.422520,treatment,new_page,1
832316,2017-01-18 16:58:44.742092,control,old_page,1
911824,2017-01-19 10:21:46.027492,control,old_page,0
668255,2017-01-17 09:12:26.992601,control,old_page,0
800421,2017-01-07 06:18:50.639016,treatment,new_page,0
738570,2017-01-16 07:34:33.155620,control,old_page,0
909364,2017-01-24 01:25:24.453824,control,old_page,0
636946,2017-01-17 19:50:47.085491,control,old_page,0
894540,2017-01-04 03:38:35.794542,treatment,new_page,0
939580,2017-01-09 08:23:14.945700,control,old_page,0
698331,2017-01-22 21:14:30.175017,control,old_page,0
631524,2017-01-10 07:08:26.627109,treatment,new_page,0
820916,2017-01-07 22:02:13.029908,control,old_page,0
887581,2017-01-21 18:21:07.916208,control,old_page,0
742392,2017-01-16 20:17:02.701927,control,old_page,0
659648,2017-01-17 14:52:18.612689,control,old_page,0
734232,2017-01-06 11:25:15.928549,treatment,new_page,0
802440,2017-01-23 21:42:15.124685,treatment,new_page,0
800982,2017-01-13 18:37:56.692974,treatment,new_page,1
757160,2017-01-23 19:27:19.187404,control,old_page,0
650929,2017-01-09 04:21:07.986573,treatment,new_page,0
757812,2017-01-20 19:57:02.598584,control,old_page,0
773860,2017-01-10 11:04:13.354438,treatment,new_page,0
744902,2017-01-18 10:43:18.841634,treatment,new_page,0
684929,2017-01-12 07:34:35.865307,treatment,new_page,0
868502,2017-01-20 21:17:37.120529,treatment,new_page,1
647522,2017-01-05 02:09:16.207640,control,old_page,0
665159,2017-01-17 01:19:02.887829,control,old_page,0
721847,2017-01-10 13:10:20.369701,control,old_page,0
704513,2017-01-20 08:42:33.420608,treatment,new_page,1
675405,2017-01-02 18:36:16.537971,control,old_page,0
926415,2017-01-11 13:36:20.372138,treatment,new_page,0
919227,2017-01-06 08:13:43.112208,control,old_page,0
730785,2017-01-09 05:04:20.841761,control,old_page,0
879953,2017-01-17 06:03:27.799318,control,old_page,0
706463,2017-01-18 00:12:14.454595,treatment,new_page,0
770912,2017-01-09 15:51:02.503427,treatment,new_page,0
888539,2017-01-11 07:16:10.316593,control,old_page,0
903977,2017-01-06 18:48:00.977241,treatment,new_page,1
920254,2017-01-23 00:40:30.728885,treatment,new_page,0
761924,2017-01-11 09:50:40.605810,control,old_page,0
684529,2017-01-13 14:50:31.103763,treatment,new_page,0
778727,2017-01-07 14:41:54.436157,treatment,new_page,0
721615,2017-01-19 09:26:50.535235,control,old_page,0
796510,2017-01-15 00:14:42.365867,control,old_page,0
871947,2017-01-15 09:20:30.642029,control,old_page,0
809512,2017-01-15 22:56:18.935602,control,old_page,0
732099,2017-01-23 19:55:46.763472,treatment,new_page,1
769648,2017-01-09 19:43:39.891976,treatment,new_page,0
658404,2017-01-20 09:24:33.761802,treatment,new_page,0
652015,2017-01-03 04:59:59.853514,treatment,new_page,1
896902,2017-01-06 01:33:19.271173,treatment,new_page,0
798294,2017-01-18 04:05:34.087233,treatment,new_page,0
738778,2017-01-23 15:40:38.859046,control,old_page,0
938283,2017-01-11 13:46:14.361746,control,old_page,1
932725,2017-01-13 08:11:33.057811,treatment,new_page,0
686611,2017-01-05 08:54:58.845685,control,old_page,0
857251,2017-01-14 15:28:49.816813,control,old_page,1
771871,2017-01-09 13:20:09.148080,control,old_page,0
887171,2017-01-11 14:53:00.627386,treatment,new_page,0
919633,2017-01-18 12:04:31.089462,treatment,new_page,0
803036,2017-01-18 16:11:42.188776,treatment,new_page,1
820420,2017-01-10 15:29:56.856836,control,old_page,0
941969,2017-01-23 04:39:08.500954,treatment,new_page,0
884825,2017-01-09 00:16:52.524156,treatment,new_page,0
726740,2017-01-07 20:39:32.059992,control,old_page,0
850887,2017-01-19 09:22:19.287661,control,old_page,0
916494,2017-01-22 18:31:27.469039,control,old_page,0
804852,2017-01-16 03:30:12.854733,control,old_page,0
718429,2017-01-08 03:27:23.327870,control,old_page,0
888569,2017-01-19 05:26:33.016830,treatment,new_page,0
640327,2017-01-08 14:13:35.742414,treatment,new_page,0
676448,2017-01-12 06:10:50.611813,treatment,new_page,0
874669,2017-01-19 15:28:49.367517,control,old_page,0
662835,2017-01-19 04:01:27.178633,control,old_page,0
689445,2017-01-05 02:34:48.154924,treatment,new_page,0
631625,2017-01-05 23:29:53.745686,control,old_page,0
916276,2017-01-08 22:18:32.977546,control,old_page,1
810925,2017-01-16 12:21:52.622601,treatment,new_page,0
678160,2017-01-18 09:02:10.711673,treatment,new_page,1
686917,2017-01-14 13:21:32.344730,control,old_page,0
714092,2017-01-04 22:23:36.095670,treatment,new_page,0
738189,2017-01-07 15:53:02.836289,treatment,new_page,0
792608,2017-01-11 01:31:13.221518,control,old_page,0
819791,2017-01-21 04:57:38.608623,treatment,new_page,0
836391,2017-01-14 22:06:22.568338,treatment,new_page,0
923958,2017-01-02 22:27:30.392370,control,old_page,0
701936,2017-01-09 06:08:17.758250,treatment,new_page,0
630374,2017-01-07 03:55:49.897243,treatment,new_page,0
913777,2017-01-11 11:06:47.996648,treatment,new_page,0
862691,2017-01-07 13:49:55.346219,control,old_page,1
939335,2017-01-23 02:10:08.201537,treatment,new_page,0
697626,2017-01-13 19:37:54.366310,treatment,new_page,0
911150,2017-01-08 04:11:03.999353,treatment,new_page,0
900137,2017-01-08 12:34:19.678387,treatment,new_page,0
897941,2017-01-05 01:22:02.341061,control,old_page,1
840818,2017-01-13 17:30:07.755412,control,old_page,0
908396,2017-01-15 13:38:15.142102,treatment,new_page,0
716162,2017-01-20 13:23:57.095969,treatment,new_page,1
633828,2017-01-13 13:01:51.817606,control,old_page,0
839629,2017-01-15 01:31:35.928411,treatment,new_page,0
648580,2017-01-06 16:00:08.747153,control,old_page,0
859483,2017-01-06 10:51:09.570850,treatment,new_page,1
636597,2017-01-13 13:18:17.998612,treatment,new_page,0
656468,2017-01-18 07:13:29.805052,treatment,new_page,1
724109,2017-01-19 15:40:41.197365,control,old_page,1
799741,2017-01-15 17:44:53.095058,control,old_page,0
755586,2017-01-10 18:15:11.894278,control,old_page,0
824645,2017-01-11 05:02:22.343273,treatment,new_page,0
827170,2017-01-07 10:12:20.828410,treatment,new_page,0
841403,2017-01-22 17:53:32.580395,treatment,new_page,0
866989,2017-01-09 05:26:18.545489,treatment,new_page,0
718691,2017-01-22 14:22:27.151128,treatment,new_page,0
790624,2017-01-09 18:30:46.724452,treatment,new_page,0
810175,2017-01-23 13:35:02.416770,control,old_page,0
720371,2017-01-11 23:54:47.570911,treatment,new_page,0
786598,2017-01-17 07:41:06.211199,control,old_page,0
853881,2017-01-04 23:53:01.750197,control,old_page,0
807785,2017-01-17 05:54:12.353372,control,old_page,1
793245,2017-01-08 03:34:39.111786,control,old_page,0
631705,2017-01-05 23:12:23.036051,control,old_page,0
755245,2017-01-14 17:10:54.252501,treatment,new_page,0
939188,2017-01-19 20:37:23.918970,control,old_page,1
817695,2017-01-02 14:27:16.119037,control,old_page,0
814201,2017-01-21 01:01:45.030428,control,old_page,0
668672,2017-01-08 11:07:37.301546,treatment,new_page,0
883848,2017-01-06 21:19:14.869393,treatment,new_page,0
817234,2017-01-16 10:40:45.866817,control,old_page,0
678020,2017-01-17 17:46:28.333330,treatment,new_page,0
701757,2017-01-13 22:34:44.090204,treatment,new_page,0
928902,2017-01-13 19:50:52.612378,control,old_page,0
699302,2017-01-10 04:54:02.841910,control,old_page,0
847598,2017-01-14 18:11:57.189832,control,old_page,0
810446,2017-01-16 18:59:10.325923,control,old_page,0
746573,2017-01-23 17:11:06.079911,treatment,new_page,0
872680,2017-01-17 05:48:00.742736,treatment,new_page,0
674349,2017-01-19 03:29:09.727566,treatment,new_page,0
785566,2017-01-06 13:43:12.148289,control,old_page,0
773693,2017-01-23 18:05:45.167335,control,old_page,1
920783,2017-01-09 14:49:12.018870,control,old_page,0
649489,2017-01-19 14:00:33.976128,treatment,new_page,0
769941,2017-01-19 10:39:48.828865,treatment,new_page,0
670510,2017-01-23 18:14:03.254216,control,old_page,0
800450,2017-01-14 15:11:03.149331,control,old_page,0
900119,2017-01-15 10:57:56.949876,treatment,new_page,0
786820,2017-01-20 20:37:19.467394,treatment,new_page,0
882195,2017-01-12 16:21:33.536921,treatment,new_page,0
746858,2017-01-20 09:44:48.534145,treatment,new_page,1
733451,2017-01-07 16:08:54.815722,control,old_page,0
836142,2017-01-18 09:32:49.913290,treatment,new_page,0
680519,2017-01-10 07:06:41.561122,treatment,new_page,1
810338,2017-01-12 23:20:26.085000,treatment,new_page,1
733976,2017-01-11 15:11:16.407599,control,new_page,0
673630,2017-01-15 03:45:20.484373,treatment,new_page,0
803931,2017-01-07 12:52:50.683005,control,old_page,0
740613,2017-01-04 13:42:04.808136,treatment,new_page,0
945850,2017-01-19 16:27:40.981237,control,old_page,0
925680,2017-01-21 06:24:10.822902,control,old_page,0
704650,2017-01-04 19:10:52.655062,treatment,new_page,0
731709,2017-01-15 10:43:30.375007,control,old_page,0
780678,2017-01-03 23:28:09.040018,control,old_page,0
662317,2017-01-13 15:17:13.065439,treatment,new_page,0
881659,2017-01-20 01:07:32.959456,control,old_page,0
668166,2017-01-22 17:34:43.520897,control,old_page,0
921060,2017-01-18 14:38:55.802167,treatment,new_page,0
662210,2017-01-08 04:17:28.613876,treatment,new_page,1
767076,2017-01-16 18:15:40.582430,treatment,new_page,0
861241,2017-01-16 07:29:31.485808,control,old_page,1
649981,2017-01-12 14:11:43.244243,control,old_page,1
899373,2017-01-08 01:26:49.237937,control,old_page,0
675886,2017-01-14 07:19:04.465123,control,old_page,0
849495,2017-01-22 06:38:28.288912,treatment,new_page,0
888264,2017-01-14 17:32:27.116306,treatment,new_page,0
853744,2017-01-07 17:26:40.733153,control,old_page,1
741507,2017-01-15 05:55:07.528377,treatment,new_page,0
663896,2017-01-06 00:24:18.673082,treatment,new_page,0
827988,2017-01-16 14:19:22.936217,control,old_page,0
775056,2017-01-19 18:34:14.861819,control,old_page,0
828709,2017-01-23 09:21:22.186159,treatment,new_page,0
719330,2017-01-04 10:04:44.807523,treatment,new_page,0
664992,2017-01-22 10:13:03.889757,treatment,new_page,0
670052,2017-01-07 10:39:01.099851,control,old_page,0
730376,2017-01-11 20:42:26.166282,control,old_page,0
730619,2017-01-22 03:27:54.148363,control,old_page,0
784585,2017-01-10 06:30:02.876684,control,old_page,0
631523,2017-01-15 19:25:03.574845,control,old_page,0
768076,2017-01-18 05:14:38.871194,control,old_page,0
686390,2017-01-20 23:02:14.337976,control,old_page,0
784557,2017-01-04 10:39:41.450143,treatment,new_page,0
801513,2017-01-13 09:20:15.078510,control,old_page,0
734839,2017-01-13 07:07:01.034545,control,old_page,0
917943,2017-01-07 02:44:46.713127,control,old_page,0
788526,2017-01-13 10:00:18.401488,control,old_page,0
787369,2017-01-17 02:21:41.802782,control,old_page,0
917603,2017-01-08 12:34:57.017073,treatment,new_page,1
798838,2017-01-18 04:17:06.019144,control,old_page,0
839049,2017-01-17 08:20:29.229066,treatment,new_page,1
744355,2017-01-07 07:05:33.811062,control,old_page,0
797845,2017-01-23 09:17:01.135951,control,old_page,1
641359,2017-01-09 19:56:13.463340,control,old_page,0
908149,2017-01-02 15:36:49.134321,control,old_page,0
723386,2017-01-22 13:15:48.814149,control,old_page,1
764241,2017-01-05 23:46:12.586146,treatment,new_page,1
724157,2017-01-10 11:15:24.041401,control,old_page,0
714468,2017-01-24 08:54:11.835258,control,old_page,0
645900,2017-01-12 15:23:21.037047,treatment,new_page,0
779644,2017-01-21 00:00:32.594487,control,old_page,0
873853,2017-01-08 16:35:29.638450,treatment,new_page,0
678446,2017-01-04 04:26:27.629736,control,old_page,0
736807,2017-01-20 19:12:24.514748,treatment,new_page,1
767989,2017-01-03 09:26:05.409478,control,old_page,0
860788,2017-01-06 02:14:19.682779,control,old_page,0
790494,2017-01-06 11:34:11.815339,control,old_page,0
897464,2017-01-06 21:54:30.441235,control,old_page,0
701308,2017-01-13 05:43:39.503593,control,old_page,0
753749,2017-01-06 01:30:10.493842,control,old_page,0
900536,2017-01-05 21:11:30.892543,control,old_page,0
844006,2017-01-19 06:19:58.963503,treatment,new_page,0
827871,2017-01-06 23:06:18.363087,control,old_page,1
690462,2017-01-07 05:01:19.176018,control,old_page,0
857184,2017-01-20 07:34:59.832626,treatment,old_page,0
799446,2017-01-12 02:22:25.076671,control,old_page,0
926034,2017-01-13 04:02:24.243699,control,old_page,0
862270,2017-01-12 01:37:48.044451,control,old_page,0
731890,2017-01-08 14:38:26.851362,treatment,new_page,0
674218,2017-01-23 07:48:42.837585,control,old_page,0
754809,2017-01-11 17:16:40.824315,treatment,new_page,0
888567,2017-01-09 14:08:12.986751,treatment,new_page,0
736792,2017-01-23 19:55:15.724322,treatment,new_page,0
868101,2017-01-20 04:46:51.983866,treatment,new_page,0
655065,2017-01-21 15:49:28.346830,treatment,new_page,0
903822,2017-01-13 11:52:24.251310,treatment,new_page,0
848505,2017-01-15 17:08:19.503827,control,old_page,0
695154,2017-01-22 05:12:30.775697,treatment,new_page,0
660003,2017-01-04 18:55:35.945300,treatment,new_page,0
844932,2017-01-17 03:47:26.110185,treatment,new_page,0
733359,2017-01-12 11:24:33.183928,treatment,new_page,0
920908,2017-01-15 21:22:18.763101,treatment,new_page,1
775945,2017-01-09 19:17:54.608343,control,old_page,0
686623,2017-01-09 14:26:40.734775,treatment,old_page,0
726159,2017-01-23 08:16:17.577562,control,old_page,0
666345,2017-01-13 12:08:33.013231,treatment,new_page,0
942535,2017-01-13 05:54:42.690485,treatment,new_page,0
839955,2017-01-03 00:19:01.517248,treatment,new_page,0
818393,2017-01-19 00:38:06.032024,control,old_page,0
918711,2017-01-20 12:03:28.388467,treatment,new_page,0
655398,2017-01-13 06:53:13.390897,treatment,new_page,0
873657,2017-01-15 22:35:56.065012,treatment,new_page,0
785130,2017-01-13 07:08:09.836697,control,old_page,0
875054,2017-01-22 22:39:00.833792,control,old_page,0
839187,2017-01-06 07:25:26.781052,treatment,new_page,0
757156,2017-01-17 06:54:43.359136,control,old_page,0
671329,2017-01-07 06:27:28.584694,treatment,new_page,0
919729,2017-01-20 08:48:05.801912,treatment,new_page,0
751936,2017-01-10 10:08:37.736962,treatment,new_page,0
757090,2017-01-15 18:43:23.088897,treatment,new_page,0
685788,2017-01-05 13:37:41.761597,treatment,new_page,0
693328,2017-01-13 04:14:21.818892,treatment,new_page,0
917567,2017-01-05 19:46:04.584005,treatment,new_page,0
792577,2017-01-07 01:57:04.651722,control,old_page,1
647872,2017-01-23 10:45:33.588479,control,old_page,1
935625,2017-01-11 15:29:52.679927,control,old_page,0
756055,2017-01-16 11:30:44.241586,treatment,new_page,0
804331,2017-01-14 02:57:46.226510,control,old_page,0
716968,2017-01-10 02:26:00.948029,control,old_page,0
876541,2017-01-07 02:26:53.068863,treatment,new_page,0
724603,2017-01-14 04:53:30.912004,treatment,new_page,0
817110,2017-01-11 00:33:06.846982,treatment,new_page,1
698765,2017-01-14 20:45:08.497016,treatment,new_page,0
856078,2017-01-12 12:29:30.354835,treatment,old_page,0
648312,2017-01-18 09:58:45.342868,treatment,new_page,1
826183,2017-01-14 11:08:01.726187,treatment,new_page,0
757878,2017-01-23 22:01:31.530927,treatment,new_page,1
678179,2017-01-08 21:22:12.333334,control,old_page,0
646145,2017-01-19 12:36:58.481518,control,old_page,0
651226,2017-01-07 04:20:41.026024,control,old_page,0
822861,2017-01-10 06:10:30.675149,control,old_page,0
930106,2017-01-09 05:22:43.766420,treatment,new_page,0
718282,2017-01-07 10:11:19.021643,treatment,new_page,0
730749,2017-01-15 07:32:37.934881,treatment,new_page,0
941594,2017-01-15 09:09:25.068654,treatment,new_page,0
675431,2017-01-07 19:28:08.694474,control,old_page,0
682689,2017-01-04 04:59:43.950584,control,old_page,0
848404,2017-01-09 10:44:20.557914,control,old_page,0
668246,2017-01-03 05:04:02.335389,treatment,new_page,1
763692,2017-01-21 09:10:43.526219,control,old_page,0
679452,2017-01-19 10:32:38.815073,treatment,new_page,0
786347,2017-01-15 02:08:41.452201,control,old_page,0
641598,2017-01-19 11:11:45.310927,treatment,new_page,0
712462,2017-01-14 14:29:49.179068,control,old_page,0
689991,2017-01-19 12:33:28.343156,control,old_page,1
884576,2017-01-18 11:36:13.885837,treatment,new_page,0
703625,2017-01-24 08:52:07.231449,treatment,new_page,0
779677,2017-01-14 12:36:55.879113,treatment,new_page,0
933255,2017-01-14 02:53:45.359764,treatment,new_page,0
808004,2017-01-10 15:45:10.577418,treatment,new_page,0
828056,2017-01-05 23:25:11.841719,treatment,new_page,0
915326,2017-01-24 10:08:30.852573,control,old_page,1
823519,2017-01-19 18:30:53.217362,control,old_page,0
786185,2017-01-11 12:19:34.934531,control,old_page,0
931120,2017-01-06 22:03:23.128411,treatment,new_page,1
767880,2017-01-02 19:53:18.367635,control,old_page,0
829119,2017-01-03 12:57:50.205882,control,old_page,0
733432,2017-01-20 21:55:26.787678,treatment,new_page,0
851848,2017-01-09 17:02:03.111023,treatment,new_page,1
836662,2017-01-18 11:41:12.308435,treatment,new_page,0
770453,2017-01-04 01:15:37.607800,treatment,new_page,0
676481,2017-01-23 14:19:12.521350,treatment,new_page,1
695994,2017-01-23 09:54:36.241724,treatment,new_page,0
690689,2017-01-13 23:43:59.582684,treatment,new_page,0
717394,2017-01-10 04:48:04.383699,treatment,new_page,0
863758,2017-01-12 02:05:19.724196,control,old_page,0
658191,2017-01-18 10:15:06.617374,control,old_page,0
681900,2017-01-07 19:54:40.555059,treatment,new_page,0
842305,2017-01-10 09:59:03.852152,treatment,new_page,0
901538,2017-01-22 02:41:39.952336,control,old_page,0
902956,2017-01-17 16:14:27.656381,treatment,new_page,0
790571,2017-01-19 04:32:08.033580,control,old_page,0
899835,2017-01-14 08:47:43.933771,control,old_page,0
878528,2017-01-15 08:12:31.262616,treatment,new_page,0
646672,2017-01-03 18:48:26.853091,treatment,new_page,0
823486,2017-01-23 08:42:38.269393,treatment,new_page,0
871653,2017-01-11 07:16:08.269492,treatment,new_page,0
677869,2017-01-15 11:19:37.495960,control,old_page,0
749330,2017-01-05 13:07:34.037521,treatment,new_page,0
706373,2017-01-13 16:01:56.090802,control,old_page,0
789959,2017-01-16 18:06:06.317264,control,old_page,0
851159,2017-01-19 04:25:12.781750,treatment,new_page,1
740199,2017-01-20 09:18:49.257149,treatment,new_page,0
740898,2017-01-11 14:52:03.842908,control,old_page,0
847007,2017-01-19 18:01:23.158479,treatment,new_page,0
878131,2017-01-23 06:10:07.010000,control,old_page,0
701434,2017-01-06 03:39:47.164008,control,old_page,0
762432,2017-01-02 22:32:40.013983,treatment,new_page,0
683162,2017-01-23 20:45:40.052755,treatment,new_page,0
797640,2017-01-08 20:49:39.945357,treatment,new_page,0
817677,2017-01-21 19:41:58.312167,treatment,new_page,0
816993,2017-01-20 09:54:16.156418,treatment,new_page,1
694096,2017-01-22 07:12:45.484805,treatment,new_page,1
795159,2017-01-18 18:36:04.670161,treatment,new_page,1
679162,2017-01-03 16:33:44.402221,treatment,new_page,0
750549,2017-01-22 04:47:20.260658,treatment,new_page,0
743060,2017-01-14 06:54:24.513032,treatment,new_page,0
754106,2017-01-14 01:10:16.069227,control,old_page,0
841818,2017-01-11 15:06:10.481224,treatment,new_page,0
817544,2017-01-12 03:34:18.436278,control,old_page,0
695895,2017-01-19 00:29:45.468732,treatment,new_page,0
791715,2017-01-07 08:21:56.328144,control,old_page,0
708223,2017-01-13 23:47:15.151823,treatment,new_page,0
742784,2017-01-09 02:18:28.399922,control,old_page,0
778140,2017-01-03 11:50:15.432230,treatment,new_page,0
735393,2017-01-13 01:06:33.897357,treatment,new_page,0
888398,2017-01-17 07:40:20.540446,control,old_page,0
797344,2017-01-12 06:43:10.757755,control,old_page,0
821526,2017-01-17 01:02:03.517321,treatment,new_page,1
804659,2017-01-18 08:52:09.816434,control,old_page,0
796805,2017-01-17 14:16:59.397611,treatment,new_page,0
899990,2017-01-13 23:09:54.762326,treatment,new_page,0
930788,2017-01-07 16:41:13.076492,treatment,new_page,0
642619,2017-01-14 03:22:40.574134,treatment,new_page,0
818071,2017-01-13 00:38:38.244578,control,old_page,0
641850,2017-01-19 16:43:34.186414,control,old_page,0
884712,2017-01-18 03:26:54.925421,treatment,new_page,0
807161,2017-01-15 20:54:18.343726,control,old_page,1
852362,2017-01-09 06:30:24.423266,control,old_page,0
735587,2017-01-06 13:13:24.031855,treatment,new_page,0
785240,2017-01-18 09:09:55.606331,control,old_page,0
944648,2017-01-11 21:17:33.192360,control,old_page,0
864258,2017-01-13 04:59:44.952951,control,old_page,1
863716,2017-01-18 05:50:27.561131,treatment,new_page,0
930565,2017-01-10 07:20:25.064297,control,old_page,0
764113,2017-01-17 07:29:55.047725,treatment,new_page,0
825243,2017-01-10 06:14:26.552325,control,old_page,0
713968,2017-01-24 03:18:23.654181,treatment,new_page,0
850438,2017-01-20 07:13:07.113655,control,old_page,0
690434,2017-01-05 01:07:05.052966,control,old_page,0
901447,2017-01-19 19:00:53.156448,control,old_page,0
664031,2017-01-06 16:29:12.843584,treatment,new_page,0
913339,2017-01-24 02:25:29.670575,control,old_page,0
685855,2017-01-18 05:41:25.120620,treatment,new_page,0
674194,2017-01-12 14:52:31.689544,control,old_page,0
720815,2017-01-23 20:50:19.890092,control,old_page,0
892459,2017-01-20 16:37:04.228086,control,old_page,0
939177,2017-01-20 20:48:37.930605,control,old_page,0
831672,2017-01-02 17:23:32.189476,treatment,new_page,1
804093,2017-01-11 19:24:21.314919,control,old_page,1
671614,2017-01-10 08:51:32.797992,treatment,new_page,0
840399,2017-01-12 02:39:24.690405,control,old_page,0
837996,2017-01-15 12:38:58.145749,treatment,new_page,0
844817,2017-01-20 11:45:16.317629,control,old_page,0
867227,2017-01-06 07:27:11.191816,control,old_page,1
790335,2017-01-10 03:47:50.336168,control,old_page,0
735203,2017-01-23 15:25:09.520940,treatment,new_page,0
697226,2017-01-14 05:36:54.006638,treatment,new_page,0
732918,2017-01-08 04:02:57.731663,control,old_page,0
862903,2017-01-14 01:25:01.114963,treatment,new_page,0
726011,2017-01-14 16:36:47.380360,control,old_page,0
641897,2017-01-14 10:07:10.409961,control,old_page,1
797895,2017-01-17 17:18:58.043857,control,old_page,0
752367,2017-01-07 14:32:05.548812,control,old_page,0
898138,2017-01-15 01:20:27.166024,treatment,new_page,0
815285,2017-01-17 17:37:59.899498,control,old_page,0
808613,2017-01-10 21:44:01.292755,control,new_page,0
640089,2017-01-18 17:17:38.628917,treatment,new_page,0
719840,2017-01-24 02:53:30.053180,treatment,new_page,0
929551,2017-01-10 11:59:42.308961,treatment,new_page,0
864453,2017-01-19 04:23:43.134858,treatment,new_page,1
844747,2017-01-04 11:10:31.722686,control,old_page,1
655595,2017-01-09 21:56:05.736146,control,old_page,1
915664,2017-01-03 19:43:50.865061,treatment,new_page,0
